Momentum (GeV/c),Theta (Deg),Eta,Delta p / p,DCA-rPhi [um],DCA-z [um]
3.0000,124.8670,-0.650000,0.00416,10.98434,12.65655
3.0000,122.4830,-0.600000,0.00413,10.58186,11.8436
3.0000,120.0340,-0.550000,0.0041,10.22142,11.13428
3.0000,117.5240,-0.500000,0.00407,9.90066,10.51829
3.0000,114.9550,-0.450000,0.00405,9.61709,9.98597
3.0000,112.3310,-0.400000,0.00403,9.36872,9.52935
3.0000,109.6560,-0.350000,0.00402,9.1537,9.14145
3.0000,106.9370,-0.300000,0.004,8.9706,8.81664
3.0000,104.1770,-0.250000,0.00399,8.81789,8.54967
3.0000,101.3840,-0.200000,0.00398,8.69455,8.33667
3.0000,98.5620,-0.150000,0.00397,8.59953,8.17422
3.0000,95.7200,-0.100000,0.00397,8.53221,8.05999
3.0000,92.8640,-0.050000,0.00397,8.49203,7.99214
3.0000,90.0000,0.000000,0.00397,8.47867,8.0919
3.0000,87.1360,0.050000,0.00397,8.49205,8.2812
3.0000,84.2800,0.100000,0.00397,8.53225,8.35144
3.0000,81.4380,0.150000,0.00397,8.5996,8.46969
3.0000,78.6160,0.200000,0.00398,8.69463,8.63775
3.0000,75.8230,0.250000,0.00399,8.81799,8.85795
3.0000,73.0630,0.300000,0.004,8.97071,9.13369
3.0000,70.3440,0.350000,0.00402,9.15382,9.4688
3.0000,67.6690,0.400000,0.00403,9.36884,9.86851
3.0000,65.0450,0.450000,0.00405,9.61721,10.33836
3.0000,62.4760,0.500000,0.00407,9.90076,10.88524
3.0000,59.9660,0.550000,0.0041,10.22151,11.51707
3.0000,57.5170,0.600000,0.00413,10.58192,12.24341
3.0000,55.1330,0.650000,0.00416,10.98438,13.07448
3.0000,52.8170,0.700000,0.00419,11.43148,14.02194
3.0000,50.5690,0.750000,0.00423,11.9266,15.10013
3.0000,48.3920,0.800000,0.00428,12.47263,16.32363
3.0000,46.2850,0.850000,0.00433,13.07361,17.71089
3.0000,44.2500,0.900000,0.038,25.02895,18.99079
3.0000,42.2870,0.950000,0.00506,14.49345,21.04904
3.0000,40.3950,1.000000,0.00646,16.43423,22.27896
3.0000,38.5740,1.050000,0.00684,17.29999,24.49792
3.0000,36.8220,1.100000,0.00725,18.24426,27.00156
3.0000,35.1390,1.150000,0.00769,19.27148,29.82406
3.0000,33.5240,1.200000,0.00816,20.38694,33.00531
3.0000,31.9750,1.250000,0.00866,21.59713,36.59294
3.0000,30.4890,1.300000,0.0063,21.87318,41.73793
3.0000,29.0670,1.350000,0.00666,23.26652,46.38851
3.0000,27.7050,1.400000,0.00703,24.77439,51.64706
3.0000,26.4020,1.450000,0.00744,26.40456,57.59574
3.0000,25.1570,1.500000,0.00787,28.16508,64.32607
3.0000,23.9660,1.550000,0.00833,30.06924,71.95957
3.0000,22.8290,1.600000,0.00624,32.38706,77.56432
3.0000,21.7430,1.650000,0.00658,34.6512,87.00962
3.0000,20.7060,1.700000,0.00695,37.09793,97.72549
3.0000,19.7160,1.750000,0.00733,39.74279,109.88831
3.0000,18.7720,1.800000,0.008,40.97404,127.9088
3.0000,17.8720,1.850000,0.00844,44.05205,144.2969
3.0000,17.0130,1.900000,0.0067,48.08833,156.53516
3.0000,16.1950,1.950000,0.00705,51.75496,176.83711
3.0000,15.4150,2.000000,0.00743,55.726,199.88944
3.0000,14.6710,2.050000,0.00841,72.95027,279.61303
3.0000,13.9630,2.100000,0.00884,75.92174,307.16923
3.0000,13.2880,2.150000,0.00929,79.29829,338.60787
3.0000,12.6460,2.200000,0.00977,83.10078,374.38893
3.0000,12.0330,2.250000,0.01027,87.37612,415.2738
3.0000,11.4510,2.300000,0.01079,92.13278,461.7196
3.0000,10.8960,2.350000,0.01135,97.42545,514.70052
3.0000,10.3670,2.400000,0.01193,103.29151,575.11126
3.0000,9.8640,2.450000,0.01254,109.63542,643.81445
3.0000,9.3850,2.500000,0.01318,116.33313,722.0463
3.0000,8.9290,2.550000,0.01386,123.25617,811.08787
3.0000,8.4960,2.600000,0.01456,130.17036,912.13675
3.0000,8.0830,2.650000,0.01688,153.38383,1102.02036
3.0000,7.6900,2.700000,0.01774,156.96192,1227.49205
3.0000,7.3160,2.750000,0.01865,160.67487,1370.28917
3.0000,6.9600,2.800000,0.01961,164.23362,1532.83781
3.0000,6.6210,2.850000,0.02061,167.4871,1717.94318
3.0000,6.2990,2.900000,0.02167,170.27,1928.16032
3.0000,5.9920,2.950000,0.02278,172.89441,2167.76537
3.0000,5.7000,3.000000,0.02395,175.69008,2440.21649
4.0000,174.3000,-3.000000,0.02398,160.20527,1830.65705
4.0000,174.0080,-2.950000,0.02281,155.86126,1626.35912
4.0000,173.7010,-2.900000,0.0217,151.30972,1446.694
4.0000,173.3790,-2.850000,0.02064,146.68663,1289.06759
4.0000,173.0400,-2.800000,0.01964,141.74385,1150.27254
4.0000,172.6840,-2.750000,0.01868,136.57025,1028.39212
4.0000,172.3100,-2.700000,0.01777,131.13556,921.32215
4.0000,171.9170,-2.650000,0.0169,125.80659,827.24277
4.0000,171.5040,-2.600000,0.01456,100.01876,684.84975
4.0000,171.0710,-2.550000,0.01385,93.62939,609.0938
4.0000,170.6150,-2.500000,0.01317,87.78156,542.33872
4.0000,170.1360,-2.450000,0.01253,82.45514,483.68658
4.0000,169.6330,-2.400000,0.01192,77.61678,432.17681
4.0000,169.1040,-2.350000,0.01134,73.2276,386.88246
4.0000,168.5490,-2.300000,0.01079,69.2682,347.1566
4.0000,167.9670,-2.250000,0.01026,65.71047,312.32828
4.0000,167.3540,-2.200000,0.00976,62.51335,281.6669
4.0000,166.7120,-2.150000,0.00929,59.67036,254.82963
4.0000,166.0370,-2.100000,0.00884,57.14627,231.24543
4.0000,165.3290,-2.050000,0.00841,54.92533,210.56935
4.0000,164.5850,-2.000000,0.00743,42.04051,149.99937
4.0000,163.8050,-1.950000,0.00706,39.05152,132.68899
4.0000,162.9870,-1.900000,0.0067,36.29334,117.44662
4.0000,162.1280,-1.850000,0.00846,33.26091,107.77646
4.0000,161.2280,-1.800000,0.00802,30.94761,95.49837
4.0000,160.2840,-1.750000,0.00736,30.22522,81.62386
4.0000,159.2940,-1.700000,0.00698,28.22539,72.57295
4.0000,158.2570,-1.650000,0.00661,26.37281,64.60903
4.0000,157.1710,-1.600000,0.00627,24.65638,57.59833
4.0000,156.0340,-1.550000,0.00842,22.94744,53.67112
4.0000,154.8430,-1.500000,0.00796,21.50019,47.97203
4.0000,153.5980,-1.450000,0.00753,20.16092,42.9447
4.0000,152.2950,-1.400000,0.00712,18.92001,38.49811
4.0000,150.9330,-1.350000,0.00674,17.77174,34.56429
4.0000,149.5110,-1.300000,0.00638,16.71055,31.08269
4.0000,148.0250,-1.250000,0.00898,16.67476,27.39705
4.0000,146.4760,-1.200000,0.00846,15.74263,24.71278
4.0000,144.8610,-1.150000,0.00797,14.8832,22.33352
4.0000,143.1780,-1.100000,0.00752,14.0917,20.22409
4.0000,141.4260,-1.050000,0.00709,13.36424,18.35479
4.0000,139.6050,-1.000000,0.00668,12.69751,16.69999
4.0000,137.7130,-0.950000,0.00524,11.18606,15.54366
4.0000,135.7500,-0.900000,0.04969,23.63403,14.41752
4.0000,133.7150,-0.850000,0.00453,10.14609,13.08106
4.0000,131.6080,-0.800000,0.00449,9.7022,12.05947
4.0000,129.4310,-0.750000,0.00446,9.29965,11.16166
4.0000,127.1830,-0.700000,0.00443,8.93526,10.3733
4.0000,124.8670,-0.650000,0.0044,8.60675,9.68299
4.0000,122.4830,-0.600000,0.00438,8.31149,9.07957
4.0000,120.0340,-0.550000,0.00436,8.04744,8.55396
4.0000,117.5240,-0.500000,0.00434,7.81275,8.0982
4.0000,114.9550,-0.450000,0.00432,7.60553,7.7049
4.0000,112.3310,-0.400000,0.00431,7.42421,7.36795
4.0000,109.6560,-0.350000,0.0043,7.26739,7.08205
4.0000,106.9370,-0.300000,0.00429,7.13397,6.8429
4.0000,104.1770,-0.250000,0.00428,7.02278,6.64652
4.0000,101.3840,-0.200000,0.00428,6.93303,6.48997
4.0000,98.5620,-0.150000,0.00427,6.86393,6.37065
4.0000,95.7200,-0.100000,0.00427,6.81499,6.28679
4.0000,92.8640,-0.050000,0.00427,6.78579,6.237
4.0000,90.0000,0.000000,0.00426,6.77609,6.33588
4.0000,87.1360,0.050000,0.00427,6.78583,6.45685
4.0000,84.2800,0.100000,0.00427,6.81506,6.50877
4.0000,81.4380,0.150000,0.00427,6.86402,6.59621
4.0000,78.6160,0.200000,0.00428,6.93315,6.72057
4.0000,75.8230,0.250000,0.00428,7.02293,6.88366
4.0000,73.0630,0.300000,0.00429,7.13414,7.08809
4.0000,70.3440,0.350000,0.0043,7.26758,7.33683
4.0000,67.6690,0.400000,0.00431,7.42441,7.63388
4.0000,65.0450,0.450000,0.00432,7.60574,7.98351
4.0000,62.4760,0.500000,0.00434,7.81297,8.391
4.0000,59.9660,0.550000,0.00436,8.04766,8.8624
4.0000,57.5170,0.600000,0.00438,8.3117,9.40502
4.0000,55.1330,0.650000,0.0044,8.60695,10.02671
4.0000,52.8170,0.700000,0.00443,8.93544,10.73642
4.0000,50.5690,0.750000,0.00446,9.2998,11.54519
4.0000,48.3920,0.800000,0.00449,9.70232,12.46429
4.0000,46.2850,0.850000,0.00453,10.14618,13.50801
4.0000,44.2500,0.900000,0.0497,23.64075,14.48326
4.0000,42.2870,0.950000,0.00524,11.18601,16.02092
4.0000,40.3950,1.000000,0.00668,12.69804,16.87129
4.0000,38.5740,1.050000,0.00709,13.36482,18.55035
4.0000,36.8220,1.100000,0.00752,14.09234,20.44707
4.0000,35.1390,1.150000,0.00797,14.88389,22.58701
4.0000,33.5240,1.200000,0.00846,15.74338,24.99962
4.0000,31.9750,1.250000,0.00898,16.67555,27.71966
4.0000,30.4890,1.300000,0.00638,16.7104,31.70848
4.0000,29.0670,1.350000,0.00674,17.77164,35.23068
4.0000,27.7050,1.400000,0.00712,18.91995,39.20446
4.0000,26.4020,1.450000,0.00753,20.16094,43.68935
4.0000,25.1570,1.500000,0.00796,21.50028,48.75245
4.0000,23.9660,1.550000,0.00842,22.94762,54.48416
4.0000,22.8290,1.600000,0.00627,24.6568,58.64
4.0000,21.7430,1.650000,0.00661,26.37327,65.72441
4.0000,20.7060,1.700000,0.00698,28.2259,73.75497
4.0000,19.7160,1.750000,0.00736,30.22579,82.86489
4.0000,18.7720,1.800000,0.00802,30.94826,96.10456
4.0000,17.8720,1.850000,0.00846,33.26158,108.40588
4.0000,17.0130,1.900000,0.0067,36.29393,117.59462
4.0000,16.1950,1.950000,0.00705,39.05213,132.84398
4.0000,15.4150,2.000000,0.00743,42.04116,150.16247
4.0000,14.6710,2.050000,0.00841,54.92533,210.56935
4.0000,13.9630,2.100000,0.00884,57.14627,231.24543
4.0000,13.2880,2.150000,0.00929,59.67036,254.82963
4.0000,12.6460,2.200000,0.00976,62.51335,281.6669
4.0000,12.0330,2.250000,0.01026,65.71047,312.32828
4.0000,11.4510,2.300000,0.01079,69.2682,347.1566
4.0000,10.8960,2.350000,0.01134,73.2276,386.88246
4.0000,10.3670,2.400000,0.01192,77.61678,432.17681
4.0000,9.8640,2.450000,0.01253,82.45514,483.68658
4.0000,9.3850,2.500000,0.01317,87.78156,542.33872
4.0000,8.9290,2.550000,0.01385,93.62939,609.0938
4.0000,8.4960,2.600000,0.01456,100.01876,684.84975
4.0000,8.0830,2.650000,0.0169,125.80659,827.24277
4.0000,7.6900,2.700000,0.01777,131.13556,921.32215
4.0000,7.3160,2.750000,0.01868,136.57025,1028.39212
4.0000,6.9600,2.800000,0.01964,141.74385,1150.27254
4.0000,6.6210,2.850000,0.02064,146.68663,1289.06759
4.0000,6.2990,2.900000,0.0217,151.30972,1446.694
4.0000,5.9920,2.950000,0.02281,155.86126,1626.35912
4.0000,5.7000,3.000000,0.02398,160.20527,1830.65705
5.0000,174.3000,-3.000000,0.02405,143.49688,1465.39757
5.0000,174.0080,-2.950000,0.02287,137.56091,1301.97185
5.0000,173.7010,-2.900000,0.02176,131.43301,1158.25315
5.0000,173.3790,-2.850000,0.0207,125.14017,1032.1655
5.0000,173.0400,-2.800000,0.01969,118.8002,921.14248
5.0000,172.6840,-2.750000,0.01873,112.92293,823.65018
5.0000,172.3100,-2.700000,0.01781,107.42674,738.00475
5.0000,171.9170,-2.650000,0.01695,102.34831,662.74988
5.0000,171.5040,-2.600000,0.01457,80.15311,548.734
5.0000,171.0710,-2.550000,0.01386,75.05085,488.14158
5.0000,170.6150,-2.500000,0.01319,70.38197,434.7479
5.0000,170.1360,-2.450000,0.01254,66.13032,387.83453
5.0000,169.6330,-2.400000,0.01193,62.26916,346.63297
5.0000,169.1040,-2.350000,0.01135,58.76737,310.40153
5.0000,168.5490,-2.300000,0.0108,55.60931,278.62257
5.0000,167.9670,-2.250000,0.01027,52.77242,250.75918
5.0000,167.3540,-2.200000,0.00977,50.22381,226.22673
5.0000,166.7120,-2.150000,0.0093,47.95814,204.75085
5.0000,166.0370,-2.100000,0.00884,45.94716,185.87456
5.0000,165.3290,-2.050000,0.00841,44.17817,169.32186
5.0000,164.5850,-2.000000,0.00744,33.87234,120.21449
5.0000,163.8050,-1.950000,0.00707,31.47237,106.33999
5.0000,162.9870,-1.900000,0.00671,29.25907,94.12535
5.0000,162.1280,-1.850000,0.00848,26.83523,86.2972
5.0000,161.2280,-1.800000,0.00804,24.98024,76.46686
5.0000,160.2840,-1.750000,0.00739,24.47707,65.56303
5.0000,159.2940,-1.700000,0.00701,22.86203,58.3476
5.0000,158.2570,-1.650000,0.00664,21.36512,51.99612
5.0000,157.1710,-1.600000,0.0063,19.97775,46.40034
5.0000,156.0340,-1.550000,0.00849,18.6266,43.22554
5.0000,154.8430,-1.500000,0.00803,17.45536,38.65896
5.0000,153.5980,-1.450000,0.00759,16.37152,34.62409
5.0000,152.2950,-1.400000,0.00718,15.36745,31.04937
5.0000,150.9330,-1.350000,0.0068,14.43866,27.88204
5.0000,149.5110,-1.300000,0.00643,13.5807,25.07534
5.0000,148.0250,-1.250000,0.00922,13.67507,22.10468
5.0000,146.4760,-1.200000,0.00868,12.91203,19.94186
5.0000,144.8610,-1.150000,0.00817,12.20869,18.02531
5.0000,143.1780,-1.100000,0.0077,11.56119,16.32714
5.0000,141.4260,-1.050000,0.00725,10.96633,14.82362
5.0000,139.6050,-1.000000,0.00684,10.42138,13.4941
5.0000,137.7130,-0.950000,0.00542,9.22061,12.56727
5.0000,135.7500,-0.900000,0.06157,22.98723,11.76497
5.0000,133.7150,-0.850000,0.00475,8.4196,10.61417
5.0000,131.6080,-0.800000,0.00472,8.07105,9.80239
5.0000,129.4310,-0.750000,0.00469,7.75535,9.09014
5.0000,127.1830,-0.700000,0.00467,7.46995,8.46567
5.0000,124.8670,-0.650000,0.00465,7.21296,7.91963
5.0000,122.4830,-0.600000,0.00463,6.98224,7.44296
5.0000,120.0340,-0.550000,0.00462,6.77614,7.02829
5.0000,117.5240,-0.500000,0.0046,6.59316,6.66916
5.0000,114.9550,-0.450000,0.00459,6.43177,6.35964
5.0000,112.3310,-0.400000,0.00458,6.2907,6.09478
5.0000,109.6560,-0.350000,0.00457,6.16883,5.87031
5.0000,106.9370,-0.300000,0.00457,6.06523,5.68276
5.0000,104.1770,-0.250000,0.00456,5.97897,5.5289
5.0000,101.3840,-0.200000,0.00456,5.90939,5.40637
5.0000,98.5620,-0.150000,0.00455,5.85586,5.31305
5.0000,95.7200,-0.100000,0.00455,5.81797,5.2475
5.0000,92.8640,-0.050000,0.00455,5.79537,5.2086
5.0000,90.0000,0.000000,0.00455,5.78787,5.29984
5.0000,87.1360,0.050000,0.00455,5.7954,5.38225
5.0000,84.2800,0.100000,0.00455,5.81803,5.42295
5.0000,81.4380,0.150000,0.00455,5.85595,5.49153
5.0000,78.6160,0.200000,0.00456,5.90951,5.58915
5.0000,75.8230,0.250000,0.00456,5.97912,5.71729
5.0000,73.0630,0.300000,0.00457,6.06541,5.87812
5.0000,70.3440,0.350000,0.00457,6.16903,6.07407
5.0000,67.6690,0.400000,0.00458,6.29093,6.30843
5.0000,65.0450,0.450000,0.00459,6.43201,6.58472
5.0000,62.4760,0.500000,0.0046,6.59342,6.90724
5.0000,59.9660,0.550000,0.00462,6.77641,7.28095
5.0000,57.5170,0.600000,0.00463,6.98252,7.71177
5.0000,55.1330,0.650000,0.00465,7.21324,8.20609
5.0000,52.8170,0.700000,0.00467,7.47023,8.77118
5.0000,50.5690,0.750000,0.00469,7.75561,9.41596
5.0000,48.3920,0.800000,0.00472,8.07128,10.14962
5.0000,46.2850,0.850000,0.00475,8.41981,10.98376
5.0000,44.2500,0.900000,0.06158,22.99246,11.79911
5.0000,42.2870,0.950000,0.00542,9.22059,12.99156
5.0000,40.3950,1.000000,0.00684,10.4216,13.6199
5.0000,38.5740,1.050000,0.00725,10.96658,14.96802
5.0000,36.8220,1.100000,0.0077,11.56149,16.49315
5.0000,35.1390,1.150000,0.00817,12.20904,18.21613
5.0000,33.5240,1.200000,0.00868,12.91242,20.16076
5.0000,31.9750,1.250000,0.00922,13.67551,22.35485
5.0000,30.4890,1.300000,0.00643,13.58058,25.63279
5.0000,29.0670,1.350000,0.0068,14.43856,28.47981
5.0000,27.7050,1.400000,0.00718,15.36737,31.68859
5.0000,26.4020,1.450000,0.00759,16.37148,35.30486
5.0000,25.1570,1.500000,0.00803,17.45536,39.38028
5.0000,23.9660,1.550000,0.00849,18.62664,43.98545
5.0000,22.8290,1.600000,0.0063,19.97806,47.27562
5.0000,21.7430,1.650000,0.00664,21.36545,52.95623
5.0000,20.7060,1.700000,0.007,22.8624,59.38779
5.0000,19.7160,1.750000,0.00739,24.47747,66.67695
5.0000,18.7720,1.800000,0.00804,24.98078,77.06217
5.0000,17.8720,1.850000,0.00848,26.8358,86.91475
5.0000,17.0130,1.900000,0.00671,29.25952,94.2737
5.0000,16.1950,1.950000,0.00707,31.47284,106.49529
5.0000,15.4150,2.000000,0.00744,33.87283,120.37785
5.0000,14.6710,2.050000,0.00841,44.17817,169.32186
5.0000,13.9630,2.100000,0.00884,45.94716,185.87456
5.0000,13.2880,2.150000,0.0093,47.95814,204.75085
5.0000,12.6460,2.200000,0.00977,50.22381,226.22673
5.0000,12.0330,2.250000,0.01027,52.77242,250.75918
5.0000,11.4510,2.300000,0.0108,55.60931,278.62257
5.0000,10.8960,2.350000,0.01135,58.76737,310.40153
5.0000,10.3670,2.400000,0.01193,62.26916,346.63297
5.0000,9.8640,2.450000,0.01254,66.13032,387.83453
5.0000,9.3850,2.500000,0.01319,70.38197,434.7479
5.0000,8.9290,2.550000,0.01386,75.05085,488.14158
5.0000,8.4960,2.600000,0.01457,80.15311,548.734
5.0000,8.0830,2.650000,0.01695,102.34831,662.74988
5.0000,7.6900,2.700000,0.01781,107.42674,738.00475
5.0000,7.3160,2.750000,0.01873,112.92293,823.65018
5.0000,6.9600,2.800000,0.01969,118.8002,921.14248
5.0000,6.6210,2.850000,0.0207,125.14017,1032.1655
5.0000,6.2990,2.900000,0.02176,131.43301,1158.25315
5.0000,5.9920,2.950000,0.02287,137.56091,1301.97185
5.0000,5.7000,3.000000,0.02405,143.49688,1465.39757
6.0000,174.3000,-3.000000,0.02413,125.65336,1222.11
6.0000,174.0080,-2.950000,0.02295,118.63573,1085.93078
6.0000,173.7010,-2.900000,0.02183,112.02208,966.17479
6.0000,173.3790,-2.850000,0.02077,105.87037,861.11147
6.0000,173.0400,-2.800000,0.01975,100.09186,768.60166
6.0000,172.6840,-2.750000,0.01879,94.85348,687.36657
6.0000,172.3100,-2.700000,0.01787,90.14652,616.00256
6.0000,171.9170,-2.650000,0.017,85.8944,553.29562
6.0000,171.5040,-2.600000,0.0146,66.93991,458.12023
6.0000,171.0710,-2.550000,0.01389,62.69669,407.63459
6.0000,170.6150,-2.500000,0.01321,58.81488,363.14668
6.0000,170.1360,-2.450000,0.01257,55.28094,324.05769
6.0000,169.6330,-2.400000,0.01195,52.07254,289.72702
6.0000,169.1040,-2.350000,0.01137,49.16369,259.53646
6.0000,168.5490,-2.300000,0.01082,46.54126,233.05442
6.0000,167.9670,-2.250000,0.01029,44.18638,209.83332
6.0000,167.3540,-2.200000,0.00979,42.07157,189.38576
6.0000,166.7120,-2.150000,0.00931,40.19225,171.48295
6.0000,166.0370,-2.100000,0.00886,38.5248,155.74394
6.0000,165.3290,-2.050000,0.00843,37.0585,141.9386
6.0000,164.5850,-2.000000,0.00746,28.45038,100.38027
6.0000,163.8050,-1.950000,0.00708,26.44406,88.7954
6.0000,162.9870,-1.900000,0.00672,24.59478,78.59838
6.0000,162.1280,-1.850000,0.00851,22.58185,72.00313
6.0000,161.2280,-1.800000,0.00807,21.03275,63.80336
6.0000,160.2840,-1.750000,0.00743,20.62572,54.89605
6.0000,159.2940,-1.700000,0.00704,19.26783,48.89635
6.0000,158.2570,-1.650000,0.00667,18.0093,43.61031
6.0000,157.1710,-1.600000,0.00633,16.84308,38.94743
6.0000,156.0340,-1.550000,0.00856,15.73062,36.24826
6.0000,154.8430,-1.500000,0.00809,14.74555,32.42976
6.0000,153.5980,-1.450000,0.00765,13.83434,29.05147
6.0000,152.2950,-1.400000,0.00724,12.99062,26.05518
6.0000,150.9330,-1.350000,0.00685,12.21061,23.39827
6.0000,149.5110,-1.300000,0.00648,11.49056,21.04295
6.0000,148.0250,-1.250000,0.00943,11.67053,18.56198
6.0000,146.4760,-1.200000,0.00887,11.02149,16.75013
6.0000,144.8610,-1.150000,0.00834,10.4235,15.14574
6.0000,143.1780,-1.100000,0.00785,9.87323,13.72549
6.0000,141.4260,-1.050000,0.00739,9.36789,12.46942
6.0000,139.6050,-1.000000,0.00696,8.90512,11.36011
6.0000,137.7130,-0.950000,0.00559,7.92747,10.58944
6.0000,135.7500,-0.900000,0.07354,22.64048,10.01804
6.0000,133.7150,-0.850000,0.00497,7.29017,8.98171
6.0000,131.6080,-0.800000,0.00494,7.00528,8.31101
6.0000,129.4310,-0.750000,0.00492,6.74755,7.72329
6.0000,127.1830,-0.700000,0.0049,6.51482,7.20862
6.0000,124.8670,-0.650000,0.00489,6.30552,6.75914
6.0000,122.4830,-0.600000,0.00488,6.11785,6.36725
6.0000,120.0340,-0.550000,0.00487,5.95044,6.02676
6.0000,117.5240,-0.500000,0.00486,5.80201,5.73228
6.0000,114.9550,-0.450000,0.00485,5.67127,5.47882
6.0000,112.3310,-0.400000,0.00484,5.55715,5.26222
6.0000,109.6560,-0.350000,0.00484,5.45869,5.0789
6.0000,106.9370,-0.300000,0.00483,5.3751,4.92592
6.0000,104.1770,-0.250000,0.00483,5.30559,4.80056
6.0000,101.3840,-0.200000,0.00483,5.24957,4.70082
6.0000,98.5620,-0.150000,0.00482,5.20651,4.62492
6.0000,95.7200,-0.100000,0.00482,5.17605,4.57164
6.0000,92.8640,-0.050000,0.00482,5.1579,4.54004
6.0000,90.0000,0.000000,0.00482,5.15187,4.62297
6.0000,87.1360,0.050000,0.00482,5.15792,4.68216
6.0000,84.2800,0.100000,0.00482,5.1761,4.71526
6.0000,81.4380,0.150000,0.00482,5.20659,4.77108
6.0000,78.6160,0.200000,0.00483,5.24967,4.85058
6.0000,75.8230,0.250000,0.00483,5.30571,4.95505
6.0000,73.0630,0.300000,0.00483,5.37526,5.08632
6.0000,70.3440,0.350000,0.00484,5.45887,5.24648
6.0000,67.6690,0.400000,0.00484,5.55736,5.43834
6.0000,65.0450,0.450000,0.00485,5.6715,5.66491
6.0000,62.4760,0.500000,0.00486,5.80226,5.92988
6.0000,59.9660,0.550000,0.00487,5.95071,6.23745
6.0000,57.5170,0.600000,0.00488,6.11814,6.59266
6.0000,55.1330,0.650000,0.00489,6.30582,7.00094
6.0000,52.8170,0.700000,0.0049,6.51513,7.46842
6.0000,50.5690,0.750000,0.00492,6.74786,8.00262
6.0000,48.3920,0.800000,0.00494,7.00558,8.61128
6.0000,46.2850,0.850000,0.00497,7.29046,9.30415
6.0000,44.2500,0.900000,0.07355,22.6447,10.03462
6.0000,42.2870,0.950000,0.00559,7.92748,10.97175
6.0000,40.3950,1.000000,0.00696,8.9052,11.4585
6.0000,38.5740,1.050000,0.00739,9.368,12.58238
6.0000,36.8220,1.100000,0.00785,9.87336,13.85566
6.0000,35.1390,1.150000,0.00834,10.42368,15.29606
6.0000,33.5240,1.200000,0.00887,11.0217,16.92377
6.0000,31.9750,1.250000,0.00943,11.67079,18.76228
6.0000,30.4890,1.300000,0.00648,11.49048,21.54973
6.0000,29.0670,1.350000,0.00685,12.21053,23.94315
6.0000,27.7050,1.400000,0.00724,12.99055,26.64049
6.0000,26.4020,1.450000,0.00765,13.83429,29.67874
6.0000,25.1570,1.500000,0.00809,14.74552,33.09948
6.0000,23.9660,1.550000,0.00856,15.73061,36.95988
6.0000,22.8290,1.600000,0.00632,16.84333,39.68002
6.0000,21.7430,1.650000,0.00667,18.00956,44.43194
6.0000,20.7060,1.700000,0.00704,19.26812,49.80536
6.0000,19.7160,1.750000,0.00742,20.62604,55.88858
6.0000,18.7720,1.800000,0.00807,21.03322,64.38793
6.0000,17.8720,1.850000,0.00851,22.58234,72.60899
6.0000,17.0130,1.900000,0.00672,24.59514,78.7469
6.0000,16.1950,1.950000,0.00708,26.44444,88.95079
6.0000,15.4150,2.000000,0.00746,28.45078,100.54361
6.0000,14.6710,2.050000,0.00843,37.0585,141.9386
6.0000,13.9630,2.100000,0.00886,38.5248,155.74394
6.0000,13.2880,2.150000,0.00931,40.19225,171.48295
6.0000,12.6460,2.200000,0.00979,42.07157,189.38576
6.0000,12.0330,2.250000,0.01029,44.18638,209.83332
6.0000,11.4510,2.300000,0.01082,46.54126,233.05442
6.0000,10.8960,2.350000,0.01137,49.16369,259.53646
6.0000,10.3670,2.400000,0.01195,52.07254,289.72702
6.0000,9.8640,2.450000,0.01257,55.28094,324.05769
6.0000,9.3850,2.500000,0.01321,58.81488,363.14668
6.0000,8.9290,2.550000,0.01389,62.69669,407.63459
6.0000,8.4960,2.600000,0.0146,66.93991,458.12023
6.0000,8.0830,2.650000,0.017,85.8944,553.29562
6.0000,7.6900,2.700000,0.01787,90.14652,616.00256
6.0000,7.3160,2.750000,0.01879,94.85348,687.36657
6.0000,6.9600,2.800000,0.01975,100.09186,768.60166
6.0000,6.6210,2.850000,0.02077,105.87037,861.11147
6.0000,6.2990,2.900000,0.02183,112.02208,966.17479
6.0000,5.9920,2.950000,0.02295,118.63573,1085.93078
6.0000,5.7000,3.000000,0.02413,125.65336,1222.11
7.0000,174.3000,-3.000000,0.02423,109.16896,1048.46543
7.0000,174.0080,-2.950000,0.02305,102.73934,931.74978
7.0000,173.7010,-2.900000,0.02192,96.7156,829.11154
7.0000,173.3790,-2.850000,0.02085,91.26829,739.06688
7.0000,173.0400,-2.800000,0.01984,86.33774,659.78183
7.0000,172.6840,-2.750000,0.01887,81.79182,590.15984
7.0000,172.3100,-2.700000,0.01795,77.65817,528.99739
7.0000,171.9170,-2.650000,0.01707,73.94316,475.25353
7.0000,171.5040,-2.600000,0.01463,57.52215,393.47469
7.0000,171.0710,-2.550000,0.01392,53.89348,350.20843
7.0000,170.6150,-2.500000,0.01324,50.57486,312.08216
7.0000,170.1360,-2.450000,0.0126,47.55462,278.58242
7.0000,169.6330,-2.400000,0.01198,44.81357,249.15996
7.0000,169.1040,-2.350000,0.0114,42.32939,223.28468
7.0000,168.5490,-2.300000,0.01084,40.09073,200.58646
7.0000,167.9670,-2.250000,0.01032,38.08131,180.68146
7.0000,167.3540,-2.200000,0.00981,36.27754,163.15173
7.0000,166.7120,-2.150000,0.00933,34.67534,147.80099
7.0000,166.0370,-2.100000,0.00888,33.25441,134.30254
7.0000,165.3290,-2.050000,0.00845,32.00544,122.45908
